County,State,Administered_Dose_Count,Death Per 100k,Avg Temp (F),Max Temp (F),Min Temp (F),Population Estimate,Administered Dose Per 100k,65 plus per 100k,5 Under per 100k
Tensas Parish,Louisiana,3271.0,2391.0733262486715,68.5,80.4,56.5,3764.0,86902.23166843783,28799.149840595113,3958.5547290116892
Terrebonne Parish,Louisiana,60038.0,3770.653180975911,72.2,80.4,64.0,103616.0,57942.78875849289,16424.1043854231,6436.264669549105
Terrell County,Georgia,5793.0,2993.805918788713,67.1,78.1,56.1,8718.0,66448.72677219546,21862.812571690753,5196.145905024088
Terry County,Texas,5988.0,3325.539101065212,62.6,76.9,48.3,11547.0,51857.62535723565,15224.733697064172,7724.950203516065
Teton County,Idaho,9766.0,1115.626743166786,40.2,51.4,29.1,12549.0,77822.93409833453,15124.711132361143,4797.194995617181
Teton County,Montana,3033.0,2426.1275272161743,43.8,55.6,32.0,6430.0,47169.51788491447,22908.24261275272,6034.214618973561
Teton County,Wyoming,26716.0,1403.236914600551,35.4,47.3,23.6,23232.0,114996.5564738292,18526.170798898074,4248.4504132231405
Texas County,Missouri,9809.0,4254.6547484289,58.0,69.3,46.6,25619.0,38287.989382879896,21171.786564659044,5390.530465670011
Texas County,Oklahoma,11654.0,1880.123705267292,57.8,72.4,43.2,20371.0,57208.77718325071,12861.420646998184,7657.945118059987
Thomas County,Georgia,25443.0,6120.616004731758,68.2,79.4,56.9,45649.0,55736.160704506125,19794.519047514732,5640.868365133957
Thomas County,Kansas,3624.0,3216.7832167832166,52.7,66.9,38.4,7865.0,46077.55880483153,19326.128417037507,6751.430387794025
Throckmorton County,Texas,700.0,3145.478374836173,67.1,80.1,54.1,1526.0,45871.55963302752,26867.62778505898,6684.141546526867
Thurston County,Nebraska,7076.0,3461.9490620710694,50.4,61.8,39.0,6557.0,107915.20512429465,12353.210309592801,9272.533170657312
Thurston County,Washington,237588.0,3393.6114353367693,52.2,62.3,42.0,299003.0,79460.07230696682,19325.893051240288,5130.7177519957995
Tift County,Georgia,19979.0,5915.194686432113,67.0,78.7,55.4,41554.0,48079.6072580257,16628.964720604516,6167.8779419550465
Tillamook County,Oregon,20054.0,4121.530437319912,50.4,58.5,42.2,27417.0,73144.39946018894,28810.591968486704,4128.82518145676
Tillman County,Oklahoma,4459.0,3246.469646236716,64.9,78.1,51.7,6869.0,64914.83476488572,21196.680739554522,5095.355947008298
Tioga County,New York,35007.0,2449.9633239023365,49.2,59.2,39.2,47715.0,73366.86576548255,22931.992036047362,4851.723776590171
Tioga County,Pennsylvania,21673.0,3582.272282076396,48.5,59.1,38.1,40840.0,53068.07051909892,23974.045053868755,4843.290891283056
Tippah County,Mississippi,11019.0,3429.3230610231594,62.8,74.2,51.3,21287.0,51763.98741015644,17794.898294733874,5693.615821863109
Tippecanoe County,Indiana,131827.0,3228.4206957921947,53.4,64.1,42.6,188792.0,69826.58163481503,12603.817958388066,5291.008093563287
Tipton County,Indiana,7739.0,3651.0225485055057,53.3,63.8,42.8,15256.0,50727.58259045621,22600.94389092816,5138.961719979025
Tipton County,Tennessee,29443.0,2620.3337902120456,62.6,73.1,52.1,62015.0,47477.223252438926,16204.144158671288,5685.721196484721
Tishomingo County,Mississippi,9016.0,5327.71383800724,62.8,74.2,51.3,18507.0,48716.70178851246,21186.578051548062,5268.276868212029
Titus County,Texas,15669.0,4152.182925662532,66.5,78.7,54.3,31357.0,49969.70373441336,15380.935676244539,7130.784194916606
Todd County,Kentucky,6249.0,2233.07187449976,59.4,70.0,48.7,12494.0,50016.00768368817,16912.117816551945,7403.553705778773
Todd County,Minnesota,11627.0,2594.771496474072,44.2,54.3,34.1,25667.0,45299.411695952,23933.455409670005,6027.194452020103
Todd County,South Dakota,10639.0,2522.013262311121,48.7,61.0,36.5,9199.0,115653.87542124144,8109.57712794869,10740.297858462876
Tom Green County,Texas,68260.0,4376.895100666067,68.0,81.1,54.8,119057.0,57333.882090091305,17437.025962354168,6199.551475343743
Tompkins County,New York,97483.0,2505.8421367735955,48.5,58.0,39.0,103558.0,94133.7221653566,16848.529326560958,3337.2602792637945
Tooele County,Utah,50097.0,1717.2246529597444,50.2,62.6,37.9,82051.0,61055.92862975466,9417.313622015576,7223.556080974028
Toole County,Montana,2434.0,2396.259497369959,44.9,56.9,32.9,5133.0,47418.66354958114,17319.30644847068,5182.15468536918
Toombs County,Georgia,13039.0,7281.80473372781,67.5,79.1,55.8,27040.0,48221.15384615384,16793.63905325444,7048.816568047338
Torrance County,New Mexico,9261.0,2846.542570204056,52.3,67.6,36.9,15633.0,59240.06908462867,23367.23597518071,5072.602827352395
Towner County,North Dakota,1160.0,4827.586206896552,40.2,51.2,29.3,2030.0,57142.85714285714,27783.251231527094,5172.413793103448
Towns County,Georgia,6859.0,4756.425009589567,57.4,68.9,45.9,13035.0,52619.8695818949,37621.787495205215,3651.7069428461837
Traill County,North Dakota,5186.0,4160.343955488113,41.3,51.6,31.0,7908.0,65579.16034395549,21130.50075872534,5475.467880627212
Transylvania County,North Carolina,29530.0,3794.4499090882,54.8,64.5,45.1,33549.0,88020.50731765477,32182.77743002772,3785.5077647619896
Traverse County,Minnesota,2404.0,4591.836734693878,44.8,55.5,34.1,3136.0,76658.16326530612,26594.387755102038,5548.469387755102
Travis County,Texas,1090285.0,2067.775762737638,70.6,82.2,58.9,1334961.0,81671.67430359389,11402.505391543273,5500.235587406673
Trego County,Kansas,1163.0,4650.311241303552,54.9,68.6,41.2,2731.0,42585.13365067741,27608.934456243132,5016.477480776272
Trempealeau County,Wisconsin,21862.0,2708.8255283342505,47.8,58.0,37.6,30899.0,70753.09880578659,19346.904430564096,6929.026829347227
Treutlen County,Georgia,2866.0,3012.1431950796405,66.7,78.3,55.0,6341.0,45197.91830941492,18687.90411607002,5440.782211007728
Trigg County,Kentucky,8026.0,3458.8349919966595,60.0,70.4,49.7,14369.0,55856.357436147264,23529.821142737837,5477.068689539981
Trimble County,Kentucky,4585.0,2358.5453700476355,57.2,68.0,46.4,8607.0,53270.59370280005,18914.836760776114,5390.960845823167
Trinity County,Texas,6666.0,3949.957829631712,69.5,80.0,59.0,14228.0,46851.27916783807,26672.757942086027,4933.933089682317
Tripp County,South Dakota,3052.0,3682.618751111902,49.2,61.6,36.8,5621.0,54296.38854296388,24639.74381782601,6635.829923501156
Troup County,Georgia,30965.0,4678.974300981029,63.7,75.6,51.8,70742.0,43771.73390630743,16380.65081563993,6428.995504792061
Trousdale County,Tennessee,4728.0,2591.47583734007,60.1,71.8,48.4,12271.0,38529.8671664901,13136.6636785918,5158.503789422215
Trumbull County,Ohio,121784.0,4152.755111716649,51.7,62.2,41.1,200373.0,60778.64782181232,22756.559017432486,5176.346114496464
Tucker County,West Virginia,4687.0,3997.577225923683,49.9,61.1,38.7,6604.0,70972.13809812235,28588.734100545127,3815.8691701998787
Tulare County,California,293582.0,2658.154454520427,54.0,65.3,42.7,479468.0,61230.78078203342,12194.55730100862,7134.365588527285
Tulsa County,Oklahoma,524894.0,5065.547074983745,61.5,73.3,49.8,682868.0,76866.10003690318,15477.515420256916,6423.789077830562
Tunica County,Mississippi,6016.0,3173.056097032705,64.6,75.0,54.2,9234.0,65150.53064760668,14035.087719298244,7006.714316655838
Tuolumne County,California,34368.0,4650.948269500406,49.6,61.6,37.7,54204.0,63404.91476643791,28693.454357611987,4276.437163308981
Turner County,Georgia,4705.0,3019.4185654955663,67.0,78.6,55.3,8909.0,52811.76338534067,19272.64563924122,6824.559434279942
Turner County,South Dakota,5724.0,3932.646504929656,48.3,59.1,37.4,9027.0,63409.770687936194,20128.50337875263,5959.898083527196
Tuscaloosa County,Alabama,114961.0,3626.360201033816,64.7,76.3,53.0,237373.0,48430.52916717572,14446.46189751994,5256.70569104321
Tuscarawas County,Ohio,44954.0,4498.552365195812,53.1,63.4,42.7,91874.0,48930.05638156606,20715.327513768858,6179.114874719725
Tuscola County,Michigan,25063.0,2996.6304471283083,49.7,58.5,40.9,52826.0,47444.44023776171,22443.493734146065,4825.275432552152
Twiggs County,Georgia,5330.0,4420.75152775972,66.1,78.1,54.1,7691.0,69301.78130282147,25120.270445975817,4823.820049408399
Twin Falls County,Idaho,49819.0,3942.998865021648,47.3,59.8,34.8,95156.0,52355.08007902813,16838.664929168946,6184.581108915885
Tyler County,Texas,8964.0,3920.125601020509,69.7,81.3,58.0,20382.0,43979.982337356494,22632.71514081052,4778.7263271514075
Tyler County,West Virginia,4099.0,3939.891400429347,54.6,65.8,43.3,7919.0,51761.58605884581,25154.691248895062,4583.912110114913
Tyrrell County,North Carolina,2380.0,2600.4045073678126,63.1,72.5,53.7,3461.0,68766.25252817104,24790.522970239814,5143.02224790523
Uinta County,Wyoming,12818.0,2516.2689804772235,38.8,51.6,26.0,20745.0,61788.38274282959,17912.750060255483,5702.578934683056
Uintah County,Utah,19235.0,2246.5361485680983,44.9,57.7,32.1,37747.0,50957.69200201341,12671.205658727846,7264.1534426576945
Ulster County,New York,154010.0,2819.5663977447857,50.0,59.6,40.5,182333.0,84466.33357647821,21882.489730328576,4341.507022864758
Umatilla County,Oregon,51699.0,2894.332504715626,49.9,60.9,38.9,80053.0,64580.96511061422,16662.71095399298,5936.067355377063
Unicoi County,Tennessee,11221.0,5001.126379815274,54.7,65.4,43.9,17756.0,63195.53953593151,23839.82879026808,4353.45798603289
Union County,Arkansas,25482.0,5085.969462791133,65.6,77.2,54.0,37397.0,68139.15554723641,19980.212316495978,5829.344599834211
Union County,Florida,8019.0,2819.984548029874,70.4,82.3,58.5,15532.0,51628.89518413598,16276.075199587947,5247.231522019058
Union County,Georgia,12906.0,4770.682790148945,57.4,69.1,45.6,27124.0,47581.47765816251,34884.235363515705,3447.1316914909303
Union County,Illinois,10655.0,4355.912881742365,58.4,68.4,48.3,16667.0,63928.721425571486,22859.54280914382,4787.904241915162
Union County,Indiana,4170.0,2409.2929872364834,53.6,64.4,42.9,6973.0,59802.09379033414,21482.862469525313,5076.724508819733
Union County,Iowa,6950.0,4644.716949437259,52.1,63.4,40.8,11906.0,58373.92911137241,21190.996136401813,4854.695111708383
Union County,Kentucky,7197.0,2777.353883717381,59.1,69.2,49.0,13106.0,54913.77994811537,21066.687013581566,5424.996184953457
Union County,Mississippi,13022.0,3556.781219063781,64.0,75.6,52.5,28284.0,46040.16405034649,16801.01824352991,6279.168434450573
Union County,New Jersey,513965.0,2795.577640966186,56.5,65.9,47.0,572726.0,89740.12005740966,15591.574330482637,6059.965847543153
Union County,New Mexico,2215.0,4061.553985872856,53.1,67.9,38.3,3964.0,55877.90110998992,23789.1019172553,4793.13824419778
Union County,North Carolina,200465.0,2286.197806997021,62.2,73.5,50.8,256452.0,78168.62414798871,13829.48855926255,5428.696208257295
Union County,Ohio,40840.0,2082.2264026307857,53.4,63.6,43.1,69637.0,58646.9836437526,13643.609000962131,5945.1153840630695
Union County,Oregon,15391.0,4043.324082639532,44.9,55.7,34.2,25944.0,59323.928461301264,22444.495837187787,4956.830095590502
Union County,Pennsylvania,30751.0,4293.32572189715,52.1,62.2,41.9,42042.0,73143.52314352315,19911.041339612766,4405.118690832976
Union County,South Carolina,13686.0,3958.090803259605,62.2,74.0,50.3,26629.0,51395.09557249615,22171.316985241654,4885.650982012092
Union County,South Dakota,11566.0,1507.3037304312402,49.2,60.2,38.2,17183.0,67310.71407786765,19752.08054472444,5313.391142408194
Union County,Tennessee,8042.0,3177.281712550021,58.2,69.5,46.8,20741.0,38773.443903379775,19275.83048069042,5496.359866930235
Union Parish,Louisiana,11543.0,4174.334140435835,66.5,78.1,54.9,20650.0,55898.30508474576,23457.627118644068,5326.876513317191
Upshur County,Texas,16664.0,2583.119613687299,66.7,78.3,55.0,43281.0,38501.88304336776,18955.19974122594,5854.763060003234
Upshur County,West Virginia,13748.0,3476.560839814697,53.6,65.0,42.1,23529.0,58430.0225253942,22342.640996217433,4857.835012112712
Upson County,Georgia,13665.0,7051.622262321764,64.7,76.8,52.5,28263.0,48349.43211973251,18763.047093372963,5852.174220712593
Upton County,Texas,1687.0,3409.456416854294,68.1,80.9,55.3,3109.0,54261.82052106787,16886.458668382118,5210.678674815053
Utah County,Utah,440316.0,1608.929132588219,47.0,58.7,35.3,719174.0,61225.23895468969,8066.19816622959,8329.416803165854
Uvalde County,Texas,17694.0,3814.102564102565,72.1,84.3,59.8,24960.0,70889.42307692308,16426.28205128205,7696.3141025641025
Val Verde County,Texas,45766.0,2516.7644593461864,71.3,84.0,58.6,47720.0,95905.28080469403,13503.772003352893,7969.4048616932105
Valencia County,New Mexico,58069.0,2474.065275899976,56.4,72.1,40.7,79141.0,73374.10444649424,19006.583186970092,5429.54979087957
Valley County,Idaho,8390.0,2254.0335336918697,39.8,52.4,27.2,12644.0,66355.58367605187,27965.833596962984,3669.724770642202
Valley County,Montana,3910.0,3773.0800107037726,43.1,54.9,31.4,7474.0,52314.69092855231,25501.739363125504,5606.101150655606
Van Buren County,Arkansas,8264.0,4342.708462396233,60.6,71.7,49.3,16142.0,51195.63870647999,26731.50786767439,4355.098500805352
Van Buren County,Iowa,3230.0,3481.9708230112856,52.9,63.2,42.7,7266.0,44453.619598128265,23093.86182218552,6702.449766033582
Van Buren County,Tennessee,3918.0,3465.2702910827047,58.0,68.7,47.3,6493.0,60341.90666872016,23933.46681041121,5097.797628215
Van Wert County,Ohio,13756.0,3090.161649944259,53.3,63.3,43.4,28704.0,47923.63433667782,20652.17391304348,6093.227424749164
Van Zandt County,Texas,24346.0,2781.25,66.9,77.8,56.0,64000.0,38040.625,20514.0625,5559.375
Vance County,North Carolina,39213.0,4921.869459350843,60.3,72.4,48.2,42301.0,92699.93617172173,19829.318455828467,6477.388241412732
Vanderburgh County,Indiana,120091.0,5914.576497413937,58.8,68.9,48.6,179810.0,66787.72037150325,18719.759746398977,5772.203993103832
Venango County,Pennsylvania,26096.0,4525.500192187089,50.5,60.9,40.1,49431.0,52792.7818575388,25767.231089801946,4770.285853007223
Ventura County,California,691715.0,2753.046685712219,57.2,68.5,45.9,829590.0,83380.34450752781,18084.7165467279,5210.887305777553
Vermilion County,Illinois,39316.0,4299.949757159605,53.5,64.5,42.6,71652.0,54870.7642494278,20653.994305811422,5959.359124658069
Vermilion Parish,Louisiana,26504.0,3402.231892195396,71.5,80.6,62.4,56992.0,46504.77259966311,17063.79842784952,6407.91690061763
Vermillion County,Indiana,8484.0,3457.2225465395345,54.3,65.4,43.1,15417.0,55030.16151002141,20399.5589284556,5526.366997470325
Vernon County,Missouri,8699.0,3937.087772704211,58.7,70.2,47.2,19710.0,44134.9568746829,20710.299340436326,6270.928462709284
Vernon County,Wisconsin,18556.0,3487.327558549888,47.8,57.8,37.7,31170.0,59531.60089829965,21693.936477382096,6676.291305742701
Vernon Parish,Louisiana,33046.0,2685.4054054054054,69.5,81.4,57.5,46250.0,71450.8108108108,14367.567567567568,7772.972972972973
Victoria County,Texas,51539.0,4940.871007156572,73.3,83.9,62.6,91664.0,56225.99930179787,17540.1466224472,6628.556467097224
Vigo County,Indiana,61507.0,5575.914010908783,56.2,67.3,45.0,106153.0,57941.83866682995,17662.242235264195,5400.695222932936
Vilas County,Wisconsin,16761.0,3106.5522294326984,41.4,51.8,31.0,23885.0,70173.7492149885,32472.262926522922,3726.187984090433
Vinton County,Ohio,5562.0,3054.353054353054,54.4,65.5,43.4,12474.0,44588.74458874459,19464.486131152797,5323.071989738656
Volusia County,Florida,389033.0,5003.751967030119,73.8,83.2,64.3,590357.0,65897.92278231647,25694.45267863344,4383.957503679977
Wabash County,Illinois,6600.0,4167.428258088101,57.7,68.3,47.1,10942.0,60318.04057759094,23195.02833120088,4405.044781575581
Wabash County,Indiana,14710.0,4858.167590479296,52.8,62.9,42.7,30670.0,47962.17802412781,22233.45288555592,5180.958591457451
Wabasha County,Minnesota,18105.0,2711.801872434626,47.7,57.8,37.5,21683.0,83498.59336807637,24203.29290227367,5580.408615044044
Wabaunsee County,Kansas,3708.0,1927.1645175003543,56.9,68.7,45.1,7057.0,52543.57375655377,22105.71064191583,6263.284681876151
Wadena County,Minnesota,7562.0,5076.890667790183,43.8,54.1,33.5,14241.0,53100.20363738501,20279.474755986237,6769.1875570535785
Wagoner County,Oklahoma,48295.0,1695.78853046595,62.0,73.8,50.2,89280.0,54093.862007168456,17411.514336917564,5619.399641577061
Wahkiakum County,Washington,2474.0,2245.5403987408185,51.3,60.1,42.4,4765.0,51920.2518363064,34312.69674711437,3672.612801678909
Wake County,North Carolina,1327639.0,2209.4894037092267,62.0,73.4,50.5,1190275.0,111540.52634895298,13389.006742139423,5688.937430425742
Wakulla County,Florida,18632.0,2098.8230129770363,70.1,81.3,59.0,36449.0,51118.00049384071,17287.168372246153,5094.789980520727
Waldo County,Maine,34239.0,3153.618906942393,46.8,55.6,37.9,40620.0,84290.98966026588,25883.80108321024,4283.604135893648
Walker County,Alabama,36902.0,5558.645408478556,63.6,75.3,51.9,64728.0,57010.87628228896,20059.325176121616,6134.902978618217
Walker County,Georgia,35981.0,2893.9832203658134,61.2,71.5,50.9,69489.0,51779.41832520256,19970.067204881347,5223.84837888011
Walker County,Texas,40800.0,2264.113796328198,70.1,80.5,59.8,81268.0,50204.26244032091,14261.455923610769,4018.8019884825517
Walla Walla County,Washington,44813.0,4075.168918918919,53.2,64.2,42.3,61568.0,72786.18762993763,20552.884615384613,4778.456340956341
Wallace County,Kansas,614.0,1855.5334658714385,52.7,67.0,38.4,1509.0,40689.19814446653,24055.66600397614,9542.743538767396
Waller County,Texas,27252.0,1381.524082262049,72.3,82.9,61.6,63553.0,42880.7452047897,11779.144965619247,6174.374144414898
Wallowa County,Oregon,4945.0,3818.08704717227,44.3,55.0,33.7,7674.0,64438.3633046651,29645.55642428981,4222.048475371384
Walsh County,North Dakota,7464.0,4027.171276079573,41.0,51.0,31.0,10305.0,72430.85880640466,22862.688015526444,6016.496846191169
Walthall County,Mississippi,6949.0,3541.8019187766,69.0,80.4,57.7,13863.0,50126.23530260405,21041.62158263002,5994.373512226791
Walton County,Florida,45410.0,3035.180767538273,69.2,80.3,58.0,86354.0,52585.86747573941,20528.290525048058,5409.129860805521
Walton County,Georgia,45526.0,3297.0328578658323,63.6,75.1,52.0,106702.0,42666.49172461622,16428.932915971585,5625.948904425409
Walworth County,South Dakota,3289.0,5181.248813816664,44.7,55.9,33.5,5269.0,62421.71189979123,24387.92939836781,6889.352818371608
Walworth County,Wisconsin,64821.0,2891.648239496513,49.7,59.3,40.0,105822.0,61254.748540001136,20687.569692502504,4376.216665721683
Wapello County,Iowa,19890.0,3733.720070522664,52.7,63.7,41.7,35166.0,56560.31393960075,18773.815617357675,6401.069214582267
Ward County,North Dakota,41685.0,3803.488848562899,41.7,52.3,31.0,68332.0,61003.62933910906,14932.974301937598,6851.841011531933
